"","reactions","result"
"1","hexokinase",0.0648884619107067
"2","G6P_isomerase",-1.63770589842481
"3","PFK",-1.63770589842481
"4","aldolase",-1.63770589842481
"5","GAPDH",-1.63770589842481
"6","PGK",-1.63770589842481
"7","PGM",-0.458063546182002
"8","enolase",-0.458063546182006
"9","pyr_kinase",-1.17668729922998
"10","LDH",-2.44524216712356
"11","pyr_carboxylase",-0.189674561949532
"12","pep_carboxykinase",-1.12435398490036
"13","pyr_dehydrogenase",1.1840894457078
"14","cit_synthase",1.18408944570783
"15","aconitase",2.4504742961548
"16","IDH2_nadp",0.904069137871136
"17","IDH2_nad",-0.548549800595728
"18","AKG_dehydrogenase",-2.25452568647239
"19","SuCoA_synthase",-2.25452568647239
"20","Succ_dehydrogenase",-2.25452568647239
"21","fumarase",-0.896009119522961
"22","malate_dehydrogenase",-0.258380773248501
"23","malic_enzyme_NADP",-1.26676736251517
"24","malic_enzyme_NAD",1.15840575411933
"25","ASPTA",0.981296468962664
"26","ALATA_L",-2.52864073014623
"27","GLUDxm",-1.98953971732509
"28","GLUDym",-1.02487016784745
"29","Cit_lyase",-2.52864073014647
"30","FFAsynthesis",-2.52864073014643
"31","glutaminase",1.13893592749993
"32","gln_synthetase",1.71411854834518
"33","CPS1",-1.47795603849434
"34","OTC",1.05797162885982
"35","ASS",1.05797162885982
"36","ASL",1.05797162885982
"37","ARG1",1.53851677622842
"38","ORNTArm",-2.52864073014567
"39","G5SADrm",-2.52864073014629
"40","P5CRm",-2.06290611642368
"41","P5CRxm",-2.37118058112478
"42","ORNDC",0.960561066002069
"43","ATP_ADP",0.784358627415388
"44","G6P_dehydrogenase",1.44517710342208
"45","gluconolactonase",1.44517710342209
"46","6PDG_dehydrogenase",1.44517710342209
"47","Ru5P_isomerase",1.44517710342209
"48","PRPPS",1.44517710342209
"49","SHMT1",-1.28262287427179
"50","MTHFD1",-1.28262287427178
"51","ser_synthesis",-1.38023638567125
"52","RESP1",0.84019581697667
"53","RESP2",-2.25452568647239
"54","Hcys_synthesis",-1.28167448221218
"55","CYSTS",-1.28167448221218
"56","CYSTGL",-1.28167448221216
"57","GLUCYS",1.56557282648896
"58","GTHS",-1.45539426350513
"59","GTHP",-1.29375565293431
"60","GTHO",-0.317267054637767
"61","glutamyltrasferase",1.83884231845525
"62","asparagine_synthetase",-0.120844610610284
"63","CYSTA",-0.795840797833042
"64","ASRGL1",-0.106958848437977
"65","CAD",2.28780015407514
"66","SDS",0.070387187912673
"67","GATM",-0.564115705391195
"68","EX_O2",0.708006046577367
"69","EX_Gln",0.849967290273928
"70","EX_Glc",-0.064888461910702
"71","EX_Arg",-0.891208887710674
"72","EX_THF",1.28262287427179
"73","EX_Met",1.2816744822122
"74","protein_synthesis",-2.52864073014643
"75","biomass_synthesis",-2.52864073014644
"76","DM_LACT",-2.44524216712356
"77","DM_H2O2",1.39849396086848
"78","DM_NH3",-2.2287351646005
"79","DM_Urea",1.53851677622843
"80","DM_PRPP",1.4451771034221
"81","DM_biomass",-2.52864073014645
"82","DM_Putrescine",0.960561066002073
"83","DM_forTHF",-1.28262287427178
"84","DM_GSSG",-1.45539426350507
