"","reactions","result"
"1","hexokinase",0.505490544673204
"2","G6P_isomerase",-0.473806840461074
"3","PFK",-0.473806840461078
"4","aldolase",-0.473806840461074
"5","GAPDH",-0.473806840461073
"6","PGK",-0.473806840461073
"7","PGM",-1.27916118435699
"8","enolase",-1.27916118435699
"9","pyr_kinase",0.143732908144271
"10","LDH",0.153729137664667
"11","pyr_carboxylase",0.30500255004364
"12","pep_carboxykinase",0.405657380064096
"13","pyr_dehydrogenase",-1.09778988949344
"14","cit_synthase",-1.09778988949347
"15","aconitase",-1.29192703861727
"16","IDH2_nadp",0.229771313254207
"17","IDH2_nad",-0.401148281331299
"18","AKG_dehydrogenase",0.630907551773461
"19","SuCoA_synthase",0.630907551773462
"20","Succ_dehydrogenase",0.63090755177347
"21","fumarase",0.851269467680814
"22","malate_dehydrogenase",0.0172869719649684
"23","malic_enzyme_NADP",-0.491508872928406
"24","malic_enzyme_NAD",0.620755692580395
"25","ASPTA",0.674119313875769
"26","ALATA_L",0.586722948780262
"27","GLUDxm",-0.0701627703041619
"28","GLUDym",-0.0837606954830349
"29","Cit_lyase",0.586722948780316
"30","FFAsynthesis",0.586722948780317
"31","glutaminase",0.584795121475103
"32","gln_synthetase",0.320468439937765
"33","CPS1",1.47877826097595
"34","OTC",0.654378205398481
"35","ASS",0.654378205398477
"36","ASL",0.654378205398484
"37","ARG1",1.17762480594611
"38","ORNTArm",0.586722948780534
"39","G5SADrm",0.586722948780571
"40","P5CRm",1.01989133500963
"41","P5CRxm",-0.00917315972295863
"42","ORNDC",1.91074587581317
"43","ATP_ADP",-1.58737028975116
"44","G6P_dehydrogenase",0.962099585085748
"45","gluconolactonase",0.962099585085743
"46","6PDG_dehydrogenase",0.962099585085744
"47","Ru5P_isomerase",0.962099585085746
"48","PRPPS",0.96209958508575
"49","SHMT1",1.1760647948245
"50","MTHFD1",1.1760647948245
"51","ser_synthesis",0.885848932074489
"52","RESP1",1.37486146035065
"53","RESP2",0.63090755177347
"54","Hcys_synthesis",-0.8309117772078
"55","CYSTS",-0.830911777207797
"56","CYSTGL",-0.830911777207803
"57","GLUCYS",-1.73100664252628
"58","GTHS",-0.876959539989599
"59","GTHP",0.572842715778882
"60","GTHO",1.30234679805947
"61","glutamyltrasferase",-1.46394975436296
"62","asparagine_synthetase",-1.23751020830152
"63","CYSTA",-0.528233124694643
"64","ASRGL1",-1.23969102305149
"65","CAD",-1.68026555861454
"66","SDS",0.480070348434985
"67","GATM",2.00122582354138
"68","EX_O2",-2.27364386856436
"69","EX_Gln",0.623454241127477
"70","EX_Glc",-0.505490544673204
"71","EX_Arg",-1.92308874938329
"72","EX_THF",-1.1760647948245
"73","EX_Met",0.830911777207796
"74","protein_synthesis",0.586722948780354
"75","biomass_synthesis",0.586722948780363
"76","DM_LACT",0.153729137664667
"77","DM_H2O2",-0.124651938419913
"78","DM_NH3",-0.522842675841992
"79","DM_Urea",1.17762480594611
"80","DM_PRPP",0.962099585085747
"81","DM_biomass",0.586722948780358
"82","DM_Putrescine",1.91074587581317
"83","DM_forTHF",1.1760647948245
"84","DM_GSSG",-0.87695953998959
