"","reactions","result"
"1","hexokinase",-0.900424699552499
"2","G6P_isomerase",-0.433547733462059
"3","PFK",-0.433547733462068
"4","aldolase",-0.433547733462051
"5","GAPDH",-0.433547733462057
"6","PGK",-0.433547733462069
"7","PGM",0.0223274015768034
"8","enolase",0.0223274015768082
"9","pyr_kinase",0.60153002939858
"10","LDH",-0.369278410784904
"11","pyr_carboxylase",0.402962448656676
"12","pep_carboxykinase",0.617351888235201
"13","pyr_dehydrogenase",-1.32841740388727
"14","cit_synthase",-1.32841740388747
"15","aconitase",-0.935092198363677
"16","IDH2_nadp",0.140244396118124
"17","IDH2_nad",-0.455888847196685
"18","AKG_dehydrogenase",-1.24891629657036
"19","SuCoA_synthase",-1.24891629657036
"20","Succ_dehydrogenase",-1.24891629657033
"21","fumarase",-0.799412493610549
"22","malate_dehydrogenase",0.476410731151352
"23","malic_enzyme_NADP",0.485323756762071
"24","malic_enzyme_NAD",-0.700246706913297
"25","ASPTA",0.196525910279787
"26","ALATA_L",0.476213127387606
"27","GLUDxm",1.03069824167638
"28","GLUDym",-1.24561016785932
"29","Cit_lyase",0.476213127388029
"30","FFAsynthesis",0.476213127388029
"31","glutaminase",-0.903159170906392
"32","gln_synthetase",-0.964142313768755
"33","CPS1",-0.115490941711544
"34","OTC",0.179900800067638
"35","ASS",0.179900800067642
"36","ASL",0.179900800067644
"37","ARG1",0.935187654813006
"38","ORNTArm",0.476213127387862
"39","G5SADrm",0.476213127388136
"40","P5CRm",0.795897519062047
"41","P5CRxm",0.149239409452006
"42","ORNDC",1.04141663876054
"43","ATP_ADP",-0.920257120489359
"44","G6P_dehydrogenase",-1.26315934555619
"45","gluconolactonase",-1.26315934555625
"46","6PDG_dehydrogenase",-1.26315934555626
"47","Ru5P_isomerase",-1.26315934555625
"48","PRPPS",-1.26315934555617
"49","SHMT1",-0.0944021342000377
"50","MTHFD1",-0.0944021342000387
"51","ser_synthesis",-0.777869660584506
"52","RESP1",-1.50009494707391
"53","RESP2",-1.24891629657035
"54","Hcys_synthesis",0.821577097197169
"55","CYSTS",0.821577097197187
"56","CYSTGL",0.821577097197117
"57","GLUCYS",-0.591971367243256
"58","GTHS",-1.20173457910463
"59","GTHP",-3.46022206852195
"60","GTHO",-3.0040717195958
"61","glutamyltrasferase",-0.412267108615995
"62","asparagine_synthetase",-0.0865974535774915
"63","CYSTA",-1.7601383842896
"64","ASRGL1",-0.0907989261802195
"65","CAD",0.23754129846375
"66","SDS",-1.70665707116955
"67","GATM",0.699660950430662
"68","EX_O2",1.32147736254356
"69","EX_Gln",0.785749858819567
"70","EX_Glc",0.900424699552492
"71","EX_Arg",-1.0337212498361
"72","EX_THF",0.0944021342000384
"73","EX_Met",-0.821577097197222
"74","protein_synthesis",0.476213127387975
"75","biomass_synthesis",0.476213127387956
"76","DM_LACT",-0.369278410784906
"77","DM_H2O2",2.3288238797569
"78","DM_NH3",-0.475725210429444
"79","DM_Urea",0.935187654813012
"80","DM_PRPP",-1.26315934555619
"81","DM_biomass",0.476213127387956
"82","DM_Putrescine",1.04141663876053
"83","DM_forTHF",-0.0944021342000486
"84","DM_GSSG",-1.20173457910468
