"","reactions","result"
"1","hexokinase",-0.984861245339133
"2","G6P_isomerase",0.60542681934727
"3","PFK",0.605426819347271
"4","aldolase",0.605426819347267
"5","GAPDH",0.605426819347272
"6","PGK",0.605426819347277
"7","PGM",-1.10064280885813
"8","enolase",-1.10064280885813
"9","pyr_kinase",-0.0548582313320139
"10","LDH",0.636089573997894
"11","pyr_carboxylase",0.0328461301378454
"12","pep_carboxykinase",0.217029988262881
"13","pyr_dehydrogenase",-0.133968382297955
"14","cit_synthase",-0.133968382297964
"15","aconitase",-1.23332008083725
"16","IDH2_nadp",1.18557776878204
"17","IDH2_nad",-1.30376270552899
"18","AKG_dehydrogenase",0.800417190628046
"19","SuCoA_synthase",0.800417190628061
"20","Succ_dehydrogenase",0.800417190628061
"21","fumarase",0.0627508854269949
"22","malate_dehydrogenase",-0.0430729973741517
"23","malic_enzyme_NADP",-0.887870123971731
"24","malic_enzyme_NAD",0.789151521022065
"25","ASPTA",-0.568079643582001
"26","ALATA_L",1.51631166618841
"27","GLUDxm",-0.432490509726838
"28","GLUDym",-0.0439161398897047
"29","Cit_lyase",1.51631166618859
"30","FFAsynthesis",1.51631166618858
"31","glutaminase",0.465868710229912
"32","gln_synthetase",0.268460594643225
"33","CPS1",-0.905740638314969
"34","OTC",-0.618681573097896
"35","ASS",-0.6186815730979
"36","ASL",-0.618681573097897
"37","ARG1",-1.36959929304469
"38","ORNTArm",1.51631166618883
"39","G5SADrm",1.51631166618889
"40","P5CRm",1.86267556744126
"41","P5CRxm",0.923908416418433
"42","ORNDC",-0.48464947560785
"43","ATP_ADP",-3.07841210648574
"44","G6P_dehydrogenase",-1.81299632330791
"45","gluconolactonase",-1.81299632330791
"46","6PDG_dehydrogenase",-1.8129963233079
"47","Ru5P_isomerase",-1.81299632330791
"48","PRPPS",-1.8129963233079
"49","SHMT1",1.51175605602705
"50","MTHFD1",1.51175605602705
"51","ser_synthesis",2.08588558547645
"52","RESP1",-0.505366183421047
"53","RESP2",0.800417190628048
"54","Hcys_synthesis",-1.65324440842536
"55","CYSTS",-1.65324440842537
"56","CYSTGL",-1.65324440842538
"57","GLUCYS",-0.363907987334795
"58","GTHS",-0.570401428754243
"59","GTHP",-1.21713962179199
"60","GTHO",-0.868723117686552
"61","glutamyltrasferase",-0.222758517643723
"62","asparagine_synthetase",-0.204384423864199
"63","CYSTA",0.623943739513416
"64","ASRGL1",-0.212889171388326
"65","CAD",0.133806473795334
"66","SDS",1.33312229243271
"67","GATM",2.29402310645997
"68","EX_O2",-0.0387586064718982
"69","EX_Gln",-0.736280383448111
"70","EX_Glc",0.984861245339133
"71","EX_Arg",0.44120636979048
"72","EX_THF",-1.51175605602705
"73","EX_Met",1.65324440842536
"74","protein_synthesis",1.51631166618864
"75","biomass_synthesis",1.51631166618866
"76","DM_LACT",0.636089573997894
"77","DM_H2O2",1.01993681071457
"78","DM_NH3",0.915839323306738
"79","DM_Urea",-1.36959929304469
"80","DM_PRPP",-1.81299632330789
"81","DM_biomass",1.51631166618865
"82","DM_Putrescine",-0.48464947560785
"83","DM_forTHF",1.51175605602705
"84","DM_GSSG",-0.570401428754215
