"","reactions","result"
"1","hexokinase",0.298154000782564
"2","G6P_isomerase",-1.81456140899387
"3","PFK",-1.81456140899386
"4","aldolase",-1.81456140899385
"5","GAPDH",-1.81456140899384
"6","PGK",-1.81456140899387
"7","PGM",-1.76264582898134
"8","enolase",-1.76264582898135
"9","pyr_kinase",-1.06882173312358
"10","LDH",-1.0036623156454
"11","pyr_carboxylase",-2.00574026664462
"12","pep_carboxykinase",-0.0943131728842537
"13","pyr_dehydrogenase",-1.81635253998352
"14","cit_synthase",-1.81635253998353
"15","aconitase",-0.493470235021233
"16","IDH2_nadp",0.836216953675225
"17","IDH2_nad",-0.87747242084899
"18","AKG_dehydrogenase",-0.724761764392077
"19","SuCoA_synthase",-0.724761764392096
"20","Succ_dehydrogenase",-0.724761764392071
"21","fumarase",-0.984637076372567
"22","malate_dehydrogenase",1.98908490376694
"23","malic_enzyme_NADP",-1.44247983882425
"24","malic_enzyme_NAD",-0.611322007928802
"25","ASPTA",-0.730234182503812
"26","ALATA_L",-2.17730876692053
"27","GLUDxm",-0.101542101613713
"28","GLUDym",0.1765817334308
"29","Cit_lyase",-2.17730876692006
"30","FFAsynthesis",-2.17730876691991
"31","glutaminase",-2.20553428403538
"32","gln_synthetase",-0.0337047658135717
"33","CPS1",-0.167123176451812
"34","OTC",-0.667777982599702
"35","ASS",-0.667777982599669
"36","ASL",-0.667777982599698
"37","ARG1",-1.81234724018487
"38","ORNTArm",-2.17730876691916
"39","G5SADrm",-2.1773087669203
"40","P5CRm",-2.08795155317982
"41","P5CRxm",-1.84689472039585
"42","ORNDC",-1.63890300995837
"43","ATP_ADP",0.579186308476238
"44","G6P_dehydrogenase",1.35037211998493
"45","gluconolactonase",1.35037211998499
"46","6PDG_dehydrogenase",1.35037211998499
"47","Ru5P_isomerase",1.35037211998501
"48","PRPPS",1.35037211998505
"49","SHMT1",-0.217082767530946
"50","MTHFD1",-0.217082767530942
"51","ser_synthesis",1.07936354485304
"52","RESP1",1.39683326134285
"53","RESP2",-0.724761764392098
"54","Hcys_synthesis",1.33846269142312
"55","CYSTS",1.33846269142315
"56","CYSTGL",1.338462691423
"57","GLUCYS",-0.495269280516448
"58","GTHS",0.558278938512681
"59","GTHP",1.02734391486087
"60","GTHO",0.56663505567417
"61","glutamyltrasferase",-0.74270522906693
"62","asparagine_synthetase",2.18029605460464
"63","CYSTA",-2.01865651340321
"64","ASRGL1",2.18067077855427
"65","CAD",-1.02585500974965
"66","SDS",0.102594167882365
"67","GATM",-0.723126709423438
"68","EX_O2",-0.95873303767914
"69","EX_Gln",0.72760072095877
"70","EX_Glc",-0.298154000782565
"71","EX_Arg",1.66658947146493
"72","EX_THF",0.21708276753096
"73","EX_Met",-1.33846269142308
"74","protein_synthesis",-2.17730876692006
"75","biomass_synthesis",-2.17730876692035
"76","DM_LACT",-1.00366231564543
"77","DM_H2O2",-0.588015982338899
"78","DM_NH3",0.0604816613734215
"79","DM_Urea",-1.81234724018487
"80","DM_PRPP",1.35037211998508
"81","DM_biomass",-2.17730876692034
"82","DM_Putrescine",-1.63890300995835
"83","DM_forTHF",-0.217082767530943
"84","DM_GSSG",0.558278938512716
