Samples,hexokinase,G6P_isomerase,PFK,aldolase,GAPDH,PGK,PGM,enolase,pyr_kinase,LDH,pyr_carboxylase,pep_carboxykinase,pyr_dehydrogenase,cit_synthase,aconitase,IDH2_nadp,IDH2_nad,AKG_dehydrogenase,SuCoA_synthase,Succ_dehydrogenase,fumarase,malate_dehydrogenase,malic_enzyme_NADP,malic_enzyme_NAD,ASPTA,ALATA_L,GLUDxm,GLUDym,Cit_lyase,FFAsynthesis,glutaminase,gln_synthetase,CPS1,OTC,ASS,ASL,ARG1,ORNTArm,G5SADrm,P5CRm,P5CRxm,ORNDC,ATP_ADP,G6P_dehydrogenase,gluconolactonase,6PDG_dehydrogenase,Ru5P_isomerase,PRPPS,SHMT1,MTHFD1,ser_synthesis,RESP1,RESP2,Hcys_synthesis,CYSTS,CYSTGL,GLUCYS,GTHS,GTHP,GTHO,glutamyltrasferase,asparagine_synthetase,CYSTA,ASRGL1,CAD,SDS,GATM,EX_O2,EX_Gln,EX_Glc,EX_Arg,EX_THF,EX_Met,protein_synthesis,biomass_synthesis,DM_LACT,DM_H2O2,DM_NH3,DM_Urea,DM_PRPP,DM_biomass,DM_Putrescine,DM_forTHF,DM_GSSG,Total
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.07368421052631578,0.06315789473684211,0.005263157894736842,0.06842105263157895,0.06842105263157895,0.21052631578947367,0.08421052631578947,0.08421052631578947,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.14736842105263157,0.02631578947368421,0.06315789473684211,0.0,0.04736842105263158,0.11578947368421053,0.05263157894736842,0.08947368421052632,0.11578947368421053,0.11578947368421053,0.010526315789473684,0.0,0.0,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.0,0.11578947368421053,0.11578947368421053,0.0,0.0,0.0,0.06842105263157895,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.021052631578947368,0.021052631578947368,0.05789473684210526,0.05263157894736842,0.21052631578947367,0.0,0.0,0.0,0.005263157894736842,0.0,0.0,0.0,0.005263157894736842,0.015789473684210527,0.005263157894736842,0.015789473684210527,0.0,0.010526315789473684,0.005263157894736842,0.02631578947368421,0.0,0.0,0.0,0.021052631578947368,0.0,0.11578947368421053,0.11578947368421053,0.07368421052631578,0.0,0.04736842105263158,0.0,0.07894736842105263,0.11578947368421053,0.0,0.021052631578947368,0.0,0.04655388471177944
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015789473684210527,0.010526315789473684,0.09473684210526316,0.010526315789473684,0.005263157894736842,0.005263157894736842,0.07368421052631578,0.010526315789473684,0.021052631578947368,0.07368421052631578,0.07368421052631578,0.07368421052631578,0.08421052631578947,0.06842105263157895,0.03684210526315789,0.0,0.06842105263157895,0.12631578947368421,0.06842105263157895,0.010526315789473684,0.12631578947368421,0.12631578947368421,0.010526315789473684,0.010526315789473684,0.04736842105263158,0.06842105263157895,0.06842105263157895,0.06842105263157895,0.005263157894736842,0.12631578947368421,0.12631578947368421,0.0,0.015789473684210527,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.07368421052631578,0.07368421052631578,0.07894736842105263,0.06842105263157895,0.07368421052631578,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.0,0.02631578947368421,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,0.021052631578947368,0.04736842105263158,0.005263157894736842,0.06842105263157895,0.0,0.0,0.0,0.07368421052631578,0.005263157894736842,0.12631578947368421,0.12631578947368421,0.010526315789473684,0.0,0.015789473684210527,0.005263157894736842,0.0,0.12631578947368421,0.0,0.07368421052631578,0.02631578947368421,0.035275689223057606
3000,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.005263157894736842,0.07894736842105263,0.02631578947368421,0.015789473684210527,0.015789473684210527,0.03684210526315789,0.021052631578947368,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05789473684210526,0.06315789473684211,0.005263157894736842,0.0,0.07368421052631578,0.06842105263157895,0.042105263157894736,0.010526315789473684,0.06842105263157895,0.06842105263157895,0.0,0.0,0.05263157894736842,0.07368421052631578,0.07368421052631578,0.07368421052631578,0.015789473684210527,0.06842105263157895,0.06842105263157895,0.0,0.015789473684210527,0.015789473684210527,0.015789473684210527,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.005263157894736842,0.005263157894736842,0.0,0.0,0.02631578947368421,0.015789473684210527,0.015789473684210527,0.015789473684210527,0.0,0.0,0.0,0.015789473684210527,0.0,0.021052631578947368,0.0,0.021052631578947368,0.015789473684210527,0.010526315789473684,0.0,0.005263157894736842,0.0,0.0,0.015789473684210527,0.005263157894736842,0.015789473684210527,0.06842105263157895,0.06842105263157895,0.005263157894736842,0.0,0.0,0.015789473684210527,0.031578947368421054,0.06842105263157895,0.015789473684210527,0.005263157894736842,0.0,0.022807017543859668
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.08421052631578947,0.005263157894736842,0.021052631578947368,0.06315789473684211,0.06315789473684211,0.1631578947368421,0.042105263157894736,0.04736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.06315789473684211,0.015789473684210527,0.031578947368421054,0.04736842105263158,0.042105263157894736,0.1736842105263158,0.010526315789473684,0.0,0.1736842105263158,0.1736842105263158,0.005263157894736842,0.031578947368421054,0.05789473684210526,0.03684210526315789,0.03684210526315789,0.03684210526315789,0.0,0.1736842105263158,0.1736842105263158,0.0,0.021052631578947368,0.0,0.08947368421052632,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.03684210526315789,0.03684210526315789,0.1,0.03684210526315789,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.02631578947368421,0.0,0.05789473684210526,0.0,0.09473684210526316,0.0,0.0,0.0,0.03684210526315789,0.0,0.1736842105263158,0.1736842105263158,0.08421052631578947,0.0,0.09473684210526316,0.0,0.02631578947368421,0.1736842105263158,0.0,0.03684210526315789,0.0,0.04743107769423556
5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.08421052631578947,0.015789473684210527,0.05789473684210526,0.05789473684210526,0.12105263157894737,0.05789473684210526,0.06842105263157895,0.06315789473684211,0.06315789473684211,0.06315789473684211,0.04736842105263158,0.03684210526315789,0.04736842105263158,0.010526315789473684,0.02631578947368421,0.15789473684210525,0.031578947368421054,0.021052631578947368,0.15789473684210525,0.15789473684210525,0.0,0.0,0.005263157894736842,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.0,0.15789473684210525,0.15789473684210525,0.02631578947368421,0.0,0.0,0.0,0.06315789473684211,0.06315789473684211,0.06315789473684211,0.06315789473684211,0.06315789473684211,0.17894736842105263,0.17894736842105263,0.06842105263157895,0.1368421052631579,0.06315789473684211,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.0,0.04736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08947368421052632,0.0,0.0,0.0,0.17894736842105263,0.021052631578947368,0.15789473684210525,0.15789473684210525,0.010526315789473684,0.0,0.031578947368421054,0.0,0.06315789473684211,0.15789473684210525,0.0,0.17894736842105263,0.04736842105263158,0.04661654135338348
6000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.03684210526315789,0.14736842105263157,0.031578947368421054,0.015789473684210527,0.015789473684210527,0.11052631578947368,0.010526315789473684,0.010526315789473684,0.1631578947368421,0.1631578947368421,0.1631578947368421,0.1,0.1,0.021052631578947368,0.010526315789473684,0.07368421052631578,0.21578947368421053,0.11052631578947368,0.015789473684210527,0.21578947368421053,0.21578947368421053,0.005263157894736842,0.005263157894736842,0.05263157894736842,0.06842105263157895,0.06842105263157895,0.06842105263157895,0.0,0.21578947368421053,0.21578947368421053,0.0,0.021052631578947368,0.0,0.02631578947368421,0.03684210526315789,0.03684210526315789,0.03684210526315789,0.03684210526315789,0.03684210526315789,0.07368421052631578,0.07368421052631578,0.15789473684210525,0.12631578947368421,0.1631578947368421,0.015789473684210527,0.015789473684210527,0.015789473684210527,0.0,0.03684210526315789,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.005263157894736842,0.1,0.0,0.0,0.0,0.07368421052631578,0.015789473684210527,0.21578947368421053,0.21578947368421053,0.03684210526315789,0.0,0.042105263157894736,0.0,0.03684210526315789,0.21578947368421053,0.0,0.07368421052631578,0.03684210526315789,0.05588972431077695
7000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.07368421052631578,0.031578947368421054,0.010526315789473684,0.11578947368421053,0.11578947368421053,0.1631578947368421,0.015789473684210527,0.010526315789473684,0.17894736842105263,0.17894736842105263,0.17894736842105263,0.16842105263157894,0.031578947368421054,0.015789473684210527,0.0,0.10526315789473684,0.18421052631578946,0.05263157894736842,0.03684210526315789,0.18421052631578946,0.18421052631578946,0.005263157894736842,0.021052631578947368,0.02631578947368421,0.09473684210526316,0.09473684210526316,0.09473684210526316,0.0,0.18421052631578946,0.18421052631578946,0.03684210526315789,0.005263157894736842,0.0,0.07894736842105263,0.04736842105263158,0.04736842105263158,0.04736842105263158,0.04736842105263158,0.04736842105263158,0.03684210526315789,0.03684210526315789,0.06315789473684211,0.15789473684210525,0.17894736842105263,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.042105263157894736,0.010526315789473684,0.015789473684210527,0.0,0.031578947368421054,0.005263157894736842,0.031578947368421054,0.031578947368421054,0.05263157894736842,0.0,0.05789473684210526,0.0,0.0,0.0,0.03684210526315789,0.010526315789473684,0.18421052631578946,0.18421052631578946,0.07368421052631578,0.0,0.015789473684210527,0.0,0.04736842105263158,0.18421052631578946,0.0,0.03684210526315789,0.042105263157894736,0.05639097744360902
8000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015789473684210527,0.02631578947368421,0.08421052631578947,0.0,0.031578947368421054,0.031578947368421054,0.06315789473684211,0.07894736842105263,0.08421052631578947,0.1368421052631579,0.1368421052631579,0.1368421052631579,0.11578947368421053,0.06315789473684211,0.05789473684210526,0.0,0.042105263157894736,0.015789473684210527,0.0,0.05789473684210526,0.015789473684210527,0.015789473684210527,0.010526315789473684,0.0,0.010526315789473684,0.03684210526315789,0.03684210526315789,0.03684210526315789,0.0,0.015789473684210527,0.015789473684210527,0.0,0.0,0.005263157894736842,0.03684210526315789,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.005263157894736842,0.005263157894736842,0.021052631578947368,0.09473684210526316,0.1368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04736842105263158,0.0,0.04736842105263158,0.010526315789473684,0.042105263157894736,0.0,0.005263157894736842,0.0,0.0,0.005263157894736842,0.005263157894736842,0.0,0.015789473684210527,0.015789473684210527,0.02631578947368421,0.0,0.0,0.0,0.07894736842105263,0.015789473684210527,0.005263157894736842,0.005263157894736842,0.0,0.028571428571428553
9000,0.0,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.021052631578947368,0.021052631578947368,0.10526315789473684,0.0,0.10526315789473684,0.10526315789473684,0.031578947368421054,0.031578947368421054,0.08421052631578947,0.02631578947368421,0.031578947368421054,0.11578947368421053,0.11578947368421053,0.11578947368421053,0.09473684210526316,0.1,0.05263157894736842,0.005263157894736842,0.03684210526315789,0.13157894736842105,0.0,0.005263157894736842,0.13157894736842105,0.13157894736842105,0.005263157894736842,0.0,0.02631578947368421,0.03684210526315789,0.03684210526315789,0.03684210526315789,0.0,0.13157894736842105,0.13157894736842105,0.005263157894736842,0.005263157894736842,0.0,0.06315789473684211,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.07368421052631578,0.07368421052631578,0.05263157894736842,0.03684210526315789,0.11578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05789473684210526,0.0,0.05789473684210526,0.010526315789473684,0.005263157894736842,0.010526315789473684,0.03684210526315789,0.0,0.0,0.0,0.07368421052631578,0.0,0.13157894736842105,0.13157894736842105,0.0,0.0,0.005263157894736842,0.0,0.021052631578947368,0.13157894736842105,0.0,0.07368421052631578,0.0,0.03941102756892229
10000,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.021052631578947368,0.031578947368421054,0.11578947368421053,0.021052631578947368,0.031578947368421054,0.14736842105263157,0.14736842105263157,0.09473684210526316,0.07368421052631578,0.06842105263157895,0.1368421052631579,0.1368421052631579,0.1368421052631579,0.18947368421052632,0.05789473684210526,0.04736842105263158,0.05789473684210526,0.11578947368421053,0.10526315789473684,0.042105263157894736,0.021052631578947368,0.10526315789473684,0.10526315789473684,0.015789473684210527,0.010526315789473684,0.021052631578947368,0.11052631578947368,0.11052631578947368,0.11052631578947368,0.0,0.10526315789473684,0.10526315789473684,0.005263157894736842,0.0,0.0,0.010526315789473684,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.031578947368421054,0.031578947368421054,0.021052631578947368,0.13157894736842105,0.1368421052631579,0.042105263157894736,0.042105263157894736,0.042105263157894736,0.0,0.06842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.031578947368421054,0.042105263157894736,0.10526315789473684,0.10526315789473684,0.11578947368421053,0.0,0.031578947368421054,0.0,0.12631578947368421,0.10526315789473684,0.0,0.031578947368421054,0.06842105263157895,0.05513784461152883
