Samples,hexokinase,G6P_isomerase,PFK,aldolase,GAPDH,PGK,PGM,enolase,pyr_kinase,LDH,pyr_carboxylase,pep_carboxykinase,pyr_dehydrogenase,cit_synthase,aconitase,IDH2_nadp,IDH2_nad,AKG_dehydrogenase,SuCoA_synthase,Succ_dehydrogenase,fumarase,malate_dehydrogenase,malic_enzyme_NADP,malic_enzyme_NAD,ASPTA,ALATA_L,GLUDxm,GLUDym,Cit_lyase,FFAsynthesis,glutaminase,gln_synthetase,CPS1,OTC,ASS,ASL,ARG1,ORNTArm,G5SADrm,P5CRm,P5CRxm,ORNDC,ATP_ADP,G6P_dehydrogenase,gluconolactonase,6PDG_dehydrogenase,Ru5P_isomerase,PRPPS,SHMT1,MTHFD1,ser_synthesis,RESP1,RESP2,Hcys_synthesis,CYSTS,CYSTGL,GLUCYS,GTHS,GTHP,GTHO,glutamyltrasferase,asparagine_synthetase,CYSTA,ASRGL1,CAD,SDS,GATM,EX_O2,EX_Gln,EX_Glc,EX_Arg,EX_THF,EX_Met,protein_synthesis,biomass_synthesis,DM_LACT,DM_H2O2,DM_NH3,DM_Urea,DM_PRPP,DM_biomass,DM_Putrescine,DM_forTHF,DM_GSSG,Total
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.5105263157894737,0.5105263157894737,0.26842105263157895,0.021052631578947368,0.3684210526315789,0.30526315789473685,0.42105263157894735,0.42105263157894735,0.7157894736842105,0.24210526315789474,0.2578947368421053,0.0,0.0,0.0,0.0,0.6736842105263158,0.3157894736842105,0.3526315789473684,0.20526315789473684,0.14210526315789473,0.38421052631578945,0.5105263157894737,0.14210526315789473,0.14210526315789473,0.02631578947368421,0.05263157894736842,0.45789473684210524,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.06315789473684211,0.14210526315789473,0.14210526315789473,0.15789473684210525,0.2,0.005263157894736842,0.5157894736842106,0.38421052631578945,0.38421052631578945,0.38421052631578945,0.38421052631578945,0.38421052631578945,0.15263157894736842,0.15263157894736842,0.02631578947368421,0.0,0.0,0.4368421052631579,0.4368421052631579,0.4368421052631579,0.021052631578947368,0.17894736842105263,0.0,0.04736842105263158,0.06842105263157895,0.39473684210526316,0.14210526315789473,0.3894736842105263,0.3631578947368421,0.3105263157894737,0.46842105263157896,0.0,0.0,0.0,0.005263157894736842,0.15263157894736842,0.4368421052631579,0.14210526315789473,0.14210526315789473,0.021052631578947368,0.02631578947368421,0.0,0.06315789473684211,0.38421052631578945,0.14210526315789473,0.005263157894736842,0.15263157894736842,0.17894736842105263,0.20363408521303253
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.531578947368421,0.531578947368421,0.05789473684210526,0.0,0.015789473684210527,0.12105263157894737,0.33157894736842103,0.33157894736842103,0.631578947368421,0.16842105263157894,0.15263157894736842,0.0,0.0,0.0,0.0,0.3631578947368421,0.21052631578947367,0.1736842105263158,0.05789473684210526,0.005263157894736842,0.15263157894736842,0.2736842105263158,0.005263157894736842,0.005263157894736842,0.06315789473684211,0.11578947368421053,0.21578947368421053,0.07368421052631578,0.07368421052631578,0.07368421052631578,0.0,0.005263157894736842,0.005263157894736842,0.010526315789473684,0.021052631578947368,0.0,0.25263157894736843,0.07368421052631578,0.07368421052631578,0.07368421052631578,0.07368421052631578,0.07368421052631578,0.021052631578947368,0.021052631578947368,0.02631578947368421,0.0,0.0,0.18947368421052632,0.18947368421052632,0.18947368421052632,0.010526315789473684,0.05789473684210526,0.0,0.03684210526315789,0.021052631578947368,0.37894736842105264,0.06842105263157895,0.37894736842105264,0.16842105263157894,0.2631578947368421,0.21052631578947367,0.0,0.0,0.0,0.0,0.021052631578947368,0.18947368421052632,0.005263157894736842,0.005263157894736842,0.0,0.0,0.0,0.0,0.07368421052631578,0.005263157894736842,0.0,0.021052631578947368,0.05789473684210526,0.0953634085213032
3000,0.0,0.0,0.0,0.0,0.0,0.0,0.5736842105263158,0.5736842105263158,0.14736842105263157,0.0,0.06842105263157895,0.18421052631578946,0.09473684210526316,0.09473684210526316,0.7105263157894737,0.06842105263157895,0.07894736842105263,0.0,0.0,0.0,0.0,0.3894736842105263,0.11052631578947368,0.08421052631578947,0.08947368421052632,0.07894736842105263,0.1631578947368421,0.02631578947368421,0.07894736842105263,0.07894736842105263,0.0,0.14210526315789473,0.25263157894736843,0.1,0.1,0.1,0.0,0.07894736842105263,0.07894736842105263,0.1368421052631579,0.08421052631578947,0.0,0.2631578947368421,0.042105263157894736,0.042105263157894736,0.042105263157894736,0.042105263157894736,0.042105263157894736,0.03684210526315789,0.03684210526315789,0.010526315789473684,0.0,0.0,0.23157894736842105,0.23157894736842105,0.23157894736842105,0.0,0.021052631578947368,0.0,0.0,0.0,0.11578947368421053,0.08421052631578947,0.11578947368421053,0.18947368421052632,0.08947368421052632,0.1368421052631579,0.0,0.0,0.0,0.0,0.03684210526315789,0.23157894736842105,0.07894736842105263,0.07894736842105263,0.0,0.0,0.0,0.0,0.042105263157894736,0.07894736842105263,0.0,0.03684210526315789,0.021052631578947368,0.08784461152882203
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.4421052631578947,0.4421052631578947,0.021052631578947368,0.0,0.0,0.021052631578947368,0.042105263157894736,0.042105263157894736,0.5789473684210527,0.09473684210526316,0.09473684210526316,0.0,0.0,0.0,0.0,0.19473684210526315,0.14210526315789473,0.015789473684210527,0.09473684210526316,0.005263157894736842,0.12631578947368421,0.06315789473684211,0.005263157894736842,0.005263157894736842,0.0,0.010526315789473684,0.1368421052631579,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.005263157894736842,0.005263157894736842,0.010526315789473684,0.005263157894736842,0.0,0.06315789473684211,0.1368421052631579,0.1368421052631579,0.1368421052631579,0.1368421052631579,0.1368421052631579,0.0,0.0,0.0,0.0,0.0,0.05789473684210526,0.05789473684210526,0.05789473684210526,0.0,0.005263157894736842,0.0,0.0,0.0,0.08947368421052632,0.02631578947368421,0.09473684210526316,0.15263157894736842,0.07894736842105263,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05789473684210526,0.005263157894736842,0.005263157894736842,0.0,0.0,0.0,0.0,0.1368421052631579,0.005263157894736842,0.0,0.0,0.005263157894736842,0.05426065162907264
5000,0.0,0.0,0.0,0.0,0.0,0.0,0.2789473684210526,0.2789473684210526,0.021052631578947368,0.0,0.0,0.05789473684210526,0.14736842105263157,0.14736842105263157,0.6421052631578947,0.11052631578947368,0.11052631578947368,0.0,0.0,0.0,0.0,0.08947368421052632,0.15263157894736842,0.06842105263157895,0.0,0.010526315789473684,0.05263157894736842,0.04736842105263158,0.010526315789473684,0.010526315789473684,0.0,0.005263157894736842,0.02631578947368421,0.0,0.0,0.0,0.0,0.010526315789473684,0.010526315789473684,0.0,0.021052631578947368,0.0,0.09473684210526316,0.05789473684210526,0.05789473684210526,0.05789473684210526,0.05789473684210526,0.05789473684210526,0.0,0.0,0.0,0.0,0.0,0.14210526315789473,0.14210526315789473,0.14210526315789473,0.0,0.0,0.0,0.0,0.0,0.015789473684210527,0.021052631578947368,0.015789473684210527,0.010526315789473684,0.1,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.14210526315789473,0.010526315789473684,0.010526315789473684,0.0,0.0,0.0,0.0,0.05789473684210526,0.010526315789473684,0.0,0.0,0.0,0.04197994987468671
6000,0.0,0.0,0.0,0.0,0.0,0.0,0.24736842105263157,0.24736842105263157,0.010526315789473684,0.0,0.0,0.010526315789473684,0.10526315789473684,0.10526315789473684,0.7210526315789474,0.015789473684210527,0.015789473684210527,0.0,0.0,0.0,0.0,0.21052631578947367,0.042105263157894736,0.005263157894736842,0.0,0.02631578947368421,0.04736842105263158,0.010526315789473684,0.02631578947368421,0.02631578947368421,0.0,0.005263157894736842,0.06315789473684211,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.042105263157894736,0.042105263157894736,0.0,0.11052631578947368,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.03684210526315789,0.005263157894736842,0.03684210526315789,0.02631578947368421,0.05789473684210526,0.031578947368421054,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0,0.010526315789473684,0.02631578947368421,0.0,0.0,0.0,0.03258145363408522
7000,0.0,0.0,0.0,0.0,0.0,0.0,0.18421052631578946,0.18421052631578946,0.021052631578947368,0.0,0.0,0.021052631578947368,0.0,0.0,0.6210526315789474,0.010526315789473684,0.015789473684210527,0.0,0.0,0.0,0.0,0.19473684210526315,0.031578947368421054,0.02631578947368421,0.0,0.0,0.05263157894736842,0.005263157894736842,0.0,0.0,0.0,0.0,0.05789473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.0,0.005263157894736842,0.042105263157894736,0.010526315789473684,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0211779448621554
8000,0.0,0.0,0.0,0.0,0.0,0.0,0.11578947368421053,0.11578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.5368421052631579,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,0.08947368421052632,0.015789473684210527,0.03684210526315789,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.06315789473684211,0.06315789473684211,0.06315789473684211,0.06315789473684211,0.06315789473684211,0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.02631578947368421,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.06315789473684211,0.0,0.0,0.0,0.0,0.01867167919799499
9000,0.0,0.0,0.0,0.0,0.0,0.0,0.29473684210526313,0.29473684210526313,0.005263157894736842,0.0,0.0,0.010526315789473684,0.02631578947368421,0.02631578947368421,0.6736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.015789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.01716791979949875
10000,0.0,0.0,0.0,0.0,0.0,0.0,0.04736842105263158,0.04736842105263158,0.0,0.0,0.0,0.0,0.010526315789473684,0.010526315789473684,0.6210526315789474,0.010526315789473684,0.010526315789473684,0.0,0.0,0.0,0.0,0.16842105263157894,0.02631578947368421,0.005263157894736842,0.0,0.0,0.015789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04736842105263158,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.015789473684210527,0.015789473684210527,0.015789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.02631578947368421,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.015789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,0.014223057644110283
