"","reactions","result"
"1","EX_lac__L_e",-0.290843769486325
"2","EX_glc__D_e",-2.12001190541349
"3","EX_gluIN__L_e",0.521515823486494
"4","EX_gluOUT__L_e",0.488089601555481
"5","EX_gln__L_e",1.59774237311039
"6","EX_asp__L_e",-0.745417280650732
"7","EX_co2_e",1.60304987085275
"8","EX_h_e",2.15671967949828
"9","EX_h2o_e",-0.2074155147446
"10","EX_ump_e",-0.401942949277887
"11","EX_pi_e",-1.62239631332654
"12","EX_nh4_e",2.57564349636494
"13","EX_o2_e",-4.00156118861751
"14","EX_arg__L_e",1.38583339362076
"15","EX_pro__L_e",1.3962220866633
"16","EX_leu__L_e",-0.97443659172413
"17","EX_ile__L_e",-1.99837059376728
"18","EX_met__L_e",5.78543384298749
"19","EX_gly_e",-1.86503414877271
"20","EX_phe__L_e",-2.65155836666498
"21","EX_ser__L_e",0.847946270373106
"22","EX_ala__L_e",-0.780480995006178
"23","EX_ribflv_e",NA
"24","EX_asn__L_e",7.10772803274088
"25","EX_fol_e",-0.710890095440987
"26","EX_urea_e",-3.92539753152427
"27","EX_pyr_e",-2.71075991105198
"28","PYRt2",-2.71075991105198
"29","EX_gudac_e",0.303176325982756
"30","EX_hdca_e",0.158814075601375
"31","EX_ptrcIN_e",0.82263611574817
"32","EX_ptrcOUT_e",-0.508120935370755
"33","EX_biomassx",1.99837064430677
"34","EX_h2o2_e",-2.96867490102051
"35","EX_gthox_e",3.35643674853754
"36","EX_2obut_e",-3.07691979244131
"37","EX_crn_e",-3.6375235597669
"38","EX_val__L_e",1.44026217708156
"39","EX_spmd_e",-1.39593991288549
"40","EX_sprm_e",9.35293226496436
"41","EX_5mthf_e",0.710890095440987
"42","EX_tmlys_e",3.6375235597669
"43","EX_thbpt_e",-1.91926063873982
"44","EX_CE2705_e",1.91926063873982
"45","EX_crtn_e",-3.11288743034526
"46","EX_his__L_e",-2.57494002673341
"47","EX_lys__L_e",0.444245583645377
"48","EX_carn_e",-0.536810985592021
"49","EX_csn_e",3.16629981020742
"50","EX_cys__L_e",0.0630679892212616
"51","EX_cyan_e",7.0445890726431
"52","EX_tcyntc",-6.05063211083981
"53","EX_tcynt_e",-1.71664974582016
"54","EX_so3_e",3.89562960410392
"55","EX_thr__L_e",2.17159016784752
"56","EX_trp__L_e",1.76229151981835
"57","EX_anth_e",-1.41044399215162
"58","EX_tyr__L_e",0.322771453573884
"59","EX_cystinex",4.32763134573793
"60","EX_3hydroxybutanoatex",1.65255796858325
"61","EX_gthrd_e",-15.7120017168038
"62","EX_cmp_e",-0.264453212302159
"63","HEX1",4.52803415452738
"64","G6PP",4.43669589910697
"65","PGI",1.4989973063518
"66","PFK",1.62858141882949
"67","FBP",-0.795560816764983
"68","FBA",2.53262072814091
"69","TPI",1.13423914891761
"70","GAPD",1.03338425807115
"71","PGK",1.21586749366237
"72","DPGM",-1.85671053890931
"73","DPGase",-1.85671053890931
"74","PGM",1.3394651660044
"75","ENO",1.3394651660044
"76","PYK",0.166478820355734
"77","LDH_L",-0.290843769486325
"78","r0407",-0.520925562157394
