"","reactions","result"
"1","EX_lac__L_e",-2.08236418245784
"2","EX_glc__D_e",-7.49863889647956
"3","EX_gluIN__L_e",-1.19759146353074
"4","EX_gluOUT__L_e",-0.644274578019402
"5","EX_gln__L_e",1.88736050345734
"6","EX_asp__L_e",1.02874356387901
"7","EX_co2_e",1.63849964088019
"8","EX_h_e",-1.98141797247457
"9","EX_h2o_e",7.55674121203792
"10","EX_ump_e",-3.43168438188709
"11","EX_pi_e",-0.843257588557817
"12","EX_nh4_e",-1.37304425226598
"13","EX_o2_e",-1.95033621849186
"14","EX_arg__L_e",-4.17475626109457
"15","EX_pro__L_e",0.217852461197921
"16","EX_leu__L_e",-1.06216446767848
"17","EX_ile__L_e",-1.30702887517551
"18","EX_met__L_e",-1.08880179547559
"19","EX_gly_e",-8.05508581329337
"20","EX_phe__L_e",-1.60018872777741
"21","EX_ser__L_e",0.757517213849944
"22","EX_ala__L_e",-1.51773217430482
"23","EX_ribflv_e",NA
"24","EX_asn__L_e",1.65612281564885
"25","EX_fol_e",-1.83420036603789
"26","EX_urea_e",-1.62629407035453
"27","EX_pyr_e",-0.267822682012558
"28","PYRt2",-0.267822682012558
"29","EX_gudac_e",5.57197000621528
"30","EX_hdca_e",-2.15532539400178
"31","EX_ptrcIN_e",-0.861710202476683
"32","EX_ptrcOUT_e",0.507150158229489
"33","EX_biomassx",1.30702873628687
"34","EX_h2o2_e",-0.427786051284717
"35","EX_gthox_e",1.42038237607694
"36","EX_2obut_e",3.17770673605244
"37","EX_crn_e",-0.44344486879277
"38","EX_val__L_e",0.0581784711518328
"39","EX_spmd_e",0.251626883670963
"40","EX_sprm_e",3.79498683250028
"41","EX_5mthf_e",1.83420036603789
"42","EX_tmlys_e",0.44344486879277
"43","EX_thbpt_e",-1.08831438733785
"44","EX_CE2705_e",1.08831438733785
"45","EX_crtn_e",0.747127524292834
"46","EX_his__L_e",-1.28443960100963
"47","EX_lys__L_e",1.44982133360506
"48","EX_carn_e",-0.531487054813917
"49","EX_csn_e",0.146260606431947
"50","EX_cys__L_e",3.50353469452617
"51","EX_cyan_e",4.84990369413979
"52","EX_tcyntc",-7.19457852078934
"53","EX_tcynt_e",-0.457149190583041
"54","EX_so3_e",2.91104459468889
"55","EX_thr__L_e",-3.23210436105845
"56","EX_trp__L_e",-0.0941207537196105
"57","EX_anth_e",-0.365000832346304
"58","EX_tyr__L_e",0.463540361770741
"59","EX_cystinex",2.80741826498871
"60","EX_3hydroxybutanoatex",-3.32742041387591
"61","EX_gthrd_e",0.132992665907519
"62","EX_cmp_e",0.331006833569334
"63","HEX1",10.9675110490963
"64","G6PP",0.0932680274233621
"65","PGI",12.4537279532982
"66","PFK",7.5189409706998
"67","FBP",-3.64155645605346
"68","FBA",8.31519533136554
