"","reactions","result"
"1","EX_lac__L_e",0.489032785916345
"2","EX_glc__D_e",-1.87882510520618
"3","EX_gluIN__L_e",0.796034619604789
"4","EX_gluOUT__L_e",1.36685064179249
"5","EX_gln__L_e",-3.17871381497265
"6","EX_asp__L_e",-0.968769845816361
"7","EX_co2_e",1.18422171917339
"8","EX_h_e",3.60657278446585
"9","EX_h2o_e",-0.27177432918233
"10","EX_ump_e",-2.00583146724622
"11","EX_pi_e",-2.24591046850046
"12","EX_nh4_e",1.61276046098026
"13","EX_o2_e",0.50993080238843
"14","EX_arg__L_e",1.90457468076865
"15","EX_pro__L_e",1.27346952680429
"16","EX_leu__L_e",-2.78450868141671
"17","EX_ile__L_e",-2.26890444740074
"18","EX_met__L_e",1.98335291704686
"19","EX_gly_e",1.18080228139249
"20","EX_phe__L_e",-1.99064369810233
"21","EX_ser__L_e",0.130930139239493
"22","EX_ala__L_e",3.28678095853066
"23","EX_ribflv_e",NA
"24","EX_asn__L_e",0.85179611302748
"25","EX_fol_e",4.01850853279346
"26","EX_urea_e",-2.08197456813136
"27","EX_pyr_e",-0.556715183322932
"28","PYRt2",-0.556715183322932
"29","EX_gudac_e",-0.683173736662819
"30","EX_hdca_e",-0.524326006097475
"31","EX_ptrcIN_e",2.04027906938033
"32","EX_ptrcOUT_e",1.68077416165804
"33","EX_biomassx",2.26890454063701
"34","EX_h2o2_e",-0.669489880963552
"35","EX_gthox_e",-0.321138176066422
"36","EX_2obut_e",-1.33033088904591
"37","EX_crn_e",-1.28631194073047
"38","EX_val__L_e",2.74325860803518
"39","EX_spmd_e",1.30924222712776
"40","EX_sprm_e",-0.279742762559508
"41","EX_5mthf_e",-4.01850853279346
"42","EX_tmlys_e",1.28631194073047
"43","EX_thbpt_e",-1.13488446105712
"44","EX_CE2705_e",1.13488446105712
"45","EX_crtn_e",-1.52766857502638
"46","EX_his__L_e",2.85548159829245
"47","EX_lys__L_e",1.03854395704304
"48","EX_carn_e",0.975424197428109
"49","EX_csn_e",-0.149818193795098
"50","EX_cys__L_e",0.865899516270097
"51","EX_cyan_e",-0.851732562766799
"52","EX_tcyntc",0.83415224428275
"53","EX_tcynt_e",0.393245710999288
"54","EX_so3_e",0.826732538774721
"55","EX_thr__L_e",0.907662089556158
"56","EX_trp__L_e",2.06999309276114
"57","EX_anth_e",-1.40030888537463
"58","EX_tyr__L_e",0.12234691462258
"59","EX_cystinex",0.0707743179856356
"60","EX_3hydroxybutanoatex",2.83255007207073
"61","EX_gthrd_e",-0.210432627872314
"62","EX_cmp_e",-1.97184288212565
"63","HEX1",1.57661627973807
"64","G6PP",0.627424682510018
"65","PGI",2.45123578833292
"66","PFK",1.19609221277301
"67","FBP",-0.971347725868651
"68","FBA",1.72137308503837
"69","TPI",2.42530931482347
"70","GAPD",1.96673995787625
"71","PGK",0.80676903603197
"72","DPGM",0.733606318193355
"73","DPGase",0.733606318193355
"74","PGM",1.74145347613165
"75","ENO",1.74145347613165
"76","PYK",3.5992036648411
