"","reactions","result"
"1","EX_lac__L_e",3.1043954690524
"2","EX_glc__D_e",-1.10256170155878
"3","EX_gluIN__L_e",0.699533248503032
"4","EX_gluOUT__L_e",0.0227803545640838
"5","EX_gln__L_e",0.332417088279455
"6","EX_asp__L_e",1.3654150915225
"7","EX_co2_e",-0.264445540519219
"8","EX_h_e",0.422065856465504
"9","EX_h2o_e",0.286552641760863
"10","EX_ump_e",0.888859051808018
"11","EX_pi_e",-0.422809671103373
"12","EX_nh4_e",1.01919276123858
"13","EX_o2_e",1.94522175298979
"14","EX_arg__L_e",1.10566567788531
"15","EX_pro__L_e",0.220532477060658
"16","EX_leu__L_e",-0.338428899497737
"17","EX_ile__L_e",-0.405317465636697
"18","EX_met__L_e",-1.30329866866888
"19","EX_gly_e",0.105126975387761
"20","EX_phe__L_e",0.123688343183604
"21","EX_ser__L_e",1.59547481138055
"22","EX_ala__L_e",0.939997498001836
"23","EX_ribflv_e",NA
"24","EX_asn__L_e",-1.87252027863064
"25","EX_fol_e",0.424530053235619
"26","EX_urea_e",-0.533055844578269
"27","EX_pyr_e",-0.422488898291822
"28","PYRt2",-0.422488898291822
"29","EX_gudac_e",-0.841059412790275
"30","EX_hdca_e",-0.12827141736943
"31","EX_ptrcIN_e",0.260349113766079
"32","EX_ptrcOUT_e",0.325253134930859
"33","EX_biomassx",0.40531746089101
"34","EX_h2o2_e",-0.905222091040284
"35","EX_gthox_e",-1.94428642624886
"36","EX_2obut_e",2.15294485350841
"37","EX_crn_e",0.481133030862963
"38","EX_val__L_e",-0.19654007217823
"39","EX_spmd_e",0.00642599690367093
"40","EX_sprm_e",-0.115399892843335
"41","EX_5mthf_e",-0.424530053235619
"42","EX_tmlys_e",-0.481133030862963
"43","EX_thbpt_e",1.14869240370722
"44","EX_CE2705_e",-1.14869240370722
"45","EX_crtn_e",-1.22852231387853
"46","EX_his__L_e",-1.83531601086095
"47","EX_lys__L_e",0.603934133606574
"48","EX_carn_e",1.77539081532053
"49","EX_csn_e",-0.466940328183944
"50","EX_cys__L_e",1.08473977096606
"51","EX_cyan_e",-2.02256264532416
"52","EX_tcyntc",-0.816722955048494
"53","EX_tcynt_e",2.04184438578686
"54","EX_so3_e",-1.47696859071048
"55","EX_thr__L_e",-2.0896506245116
"56","EX_trp__L_e",0.741050755408541
"57","EX_anth_e",-0.174863852439986
"58","EX_tyr__L_e",-1.30750156045759
"59","EX_cystinex",0.413042774495018
