"","reactions","result"
"1","EX_lac__L_e",0.517098721863261
"2","EX_glc__D_e",-3.35060323350011
"3","EX_gluIN__L_e",2.07276369246025
"4","EX_gluOUT__L_e",2.09475812381582
"5","EX_gln__L_e",-1.5058267632947
"6","EX_asp__L_e",-0.0898382295149178
"7","EX_co2_e",1.01092478319104
"8","EX_h_e",2.43108182020488
"9","EX_h2o_e",-1.09492220659874
"10","EX_ump_e",-1.41680686979805
"11","EX_pi_e",-0.411476631970832
"12","EX_nh4_e",-0.336235057662896
"13","EX_o2_e",-0.99808548690295
"14","EX_arg__L_e",3.12806319327236
"15","EX_pro__L_e",-1.67425257888521
"16","EX_leu__L_e",-0.585869128219598
"17","EX_ile__L_e",-0.550600741484812
"18","EX_met__L_e",1.22916332617567
"19","EX_gly_e",0.952229991029858
"20","EX_phe__L_e",-0.316935102798001
"21","EX_ser__L_e",3.1332317685879
"22","EX_ala__L_e",0.850692257587803
"23","EX_ribflv_e",NA
"24","EX_asn__L_e",-0.652554683448519
"25","EX_fol_e",1.50662163335734
"26","EX_urea_e",-2.82014213169123
"27","EX_pyr_e",-2.93089167776234
"28","PYRt2",-2.93089167776234
"29","EX_gudac_e",-2.50257923814563
"30","EX_hdca_e",0.385179298330161
"31","EX_ptrcIN_e",-2.22661774108331
"32","EX_ptrcOUT_e",-2.20402091536253
"33","EX_biomassx",0.550600743068626
"34","EX_h2o2_e",-2.2420752771473
"35","EX_gthox_e",1.1219067892122
"36","EX_2obut_e",-0.168519756734493
"37","EX_crn_e",-1.78074759855613
"38","EX_val__L_e",2.7207841651964
"39","EX_spmd_e",0.35107459154978
"40","EX_sprm_e",0.899068536251657
"41","EX_5mthf_e",-1.50662163335734
"42","EX_tmlys_e",1.78074759855613
"43","EX_thbpt_e",-0.0231517548390121
"44","EX_CE2705_e",0.0231517548390121
"45","EX_crtn_e",-0.42034677459676
"46","EX_his__L_e",1.80911856835087
"47","EX_lys__L_e",-1.6920931028767
"48","EX_carn_e",-1.2670097894323
"49","EX_csn_e",-0.945202729291694
"50","EX_cys__L_e",-1.46412537677813
"51","EX_cyan_e",1.01764466838062
"52","EX_tcyntc",0.691441073193194
"53","EX_tcynt_e",-2.25284534538917
"54","EX_so3_e",3.80631739722118
"55","EX_thr__L_e",0.0187733640911477
"56","EX_trp__L_e",-1.16743398141713
"57","EX_anth_e",0.353543214813206
"58","EX_tyr__L_e",-0.729006656908098
"59","EX_cystinex",-2.14597807249556
"60","EX_3hydroxybutanoatex",-0.463165117121328
"61","EX_gthrd_e",-0.303488195691839
"62","EX_cmp_e",0.869498020659055
"63","HEX1",0.575660328434557
"64","G6PP",-1.34112401421648
"65","PGI",3.5356154973396
"66","PFK",1.47188236422944
"67","FBP",-0.307551389076412
"68","FBA",2.00519931020613
"69","TPI",3.33211464017046
"70","GAPD",3.26635226720501
"71","PGK",3.78332706817406
"72","DPGM",-1.09613469713114
"73","DPGase",-1.09613469713114
"74","PGM",1.63240182325132
"75","ENO",1.63240182325132
"76","PYK",0.279351714935087
"77","LDH_L",0.517098721863261
"78","r0407",-0.466541419588915
"79","PRPPS",1.45855142779577
"80","G6PDH2r",-0.378276896415895
"81","PGL",-0.378276896415895
"82","GND",-0.378276896415895
"83","RPI",0.488434824437703
"84","TKT2",-0.894965619825125
"85","RPE",-0.894965615165763
"86","TKT1",-0.894965619825125
"87","TALA",0.427532102045042
"88","r0408",-0.466541419588915
"89","PDHm",-2.0030266356543
"90","PCm",-0.90916956760167
"91","PEPCK_re",-1.08463297248074
"92","CSm",0.439305640932931
"93","ACONTm",0.754210420909891
"94","ICDHxm",-1.11890039430065
"95","ICDHym",2.10479545992348
"96","AKGDm",5.4740576500022
"97","SUCOAS1m",1.44944469698519
"98","SUCD1m",1.59321701568795
"99","FUMm",1.13314073142184
"100","MDHm",-1.11380753388021
"101","ME1m",-1.02796977521481
"102","ME2m",-1.12087924038258
"103","ME2",3.34889317170593
"104","ACITL",-1.15470569679669
"105","FUM",-1.45954500961137
"106","MDH",0.491969828005857
"107","AKGMALtm",2.18516133892274
"108","ACONT",-0.476435248898369
"109","ICDHyr",-0.476435248898369
"110","PPA",5.16714516265562
"111","Complex1ROS",-1.37839473770728
"112","FADH2ETC",-0.0778195239579648
"113","CYOR_u10mi",-1.08481733753132
"114","CYOOm2i",-1.08481733974541
"115","ATPS4mi",0.0756034353301406
"116","GLUCYS",1.31763342629351
"117","GTHS",1.31763342629351
"118","SPODMm",-1.37839474306915
"119","GTHPi",-3.12131799200774
"120","GTHPm",0.114973659735291
"121","GDR",-2.54936893759687
"122","GTHOr",1.22310569056821
"123","GDRm",0.211073242012843
"124","GTHOm",-2.17796774441251
"125","r0885",1.12190681409543
"126","PYRt2m",-0.338346788005776
"127","HMR_4964",-0.658600185065483
"128","r2420",1.43227253614728
"129","ATPtm",1.47328668187824
"130","FUMtm",0.767030689367508
"131","CO2tm",-1.76686548305296
"132","O2tm",-1.14983244527384
"133","r0801",1.44944469698519
"134","THD1m",-0.954988027572891
"135","H2Otm",-2.14436740617296
"136","NH4tm",1.40874721073194
"137","HCO3E",-1.08969051655556
"138","HCO3Em",-1.61271329721656
"139","GLUN",0.401370245167619
"140","GLNS",-1.05818659364985
"141","GLUt2m",20.8830564749856
"142","GLNtm_1",-1.72363786592813
"143","GLUNm",-1.72363786592813
"144","GLUPRT",0.550600716663441
"145","PRAGSr",0.550600716663441
"146","GARFT",0.550600716663441
"147","PRFGS",0.550600716663441
"148","PRAIS",0.550600716663441
"149","AIRCr",0.550600716663441
"150","PRASCSi",0.550600716663441
"151","ADSL2r",0.550600716663441
"152","AICART",0.550600716663441
"153","IMPC",0.550600716663441
"154","ADSS",0.550600813341803
"155","ADSL1r",0.550600813341803
"156","IMPDH2",0.55060081641786
"157","GMPS",0.521194080305341
"158","GMPS2",-0.0291859863768657
"159","GK1",0.55060081641786
"160","RNDR2",0.550602504917624
"161","ADK1",5.14122784770996
"162","RNDR1",0.550601220023232
"163","CBPS",-0.579411768665614
"164","ASPCT",-0.579411768665614
"165","DHORTS",-0.579411768665614
"166","DHORD9",-0.579411768665614
"167","ORPT",-0.579411768665614
"168","OMPDC",-0.579411768665614
"169","UMPK",1.42137377511749
"170","RNDR4",0.5066041235018
"171","TMDS",0.5066041235018
"172","URIDK2r",0.5066041235018
"173","NDPK2",1.35409152378418
"174","NDPK3",1.01968145073726
"175","CYTK1",0.869498020659055
"176","CTPS1",1.49106822495341
"177","RNDR3",0.550600314189312
"178","GDHm",1.63708737499422
"179","GLUDym",1.72470652962062
"180","ASPTA",-1.19576833182506
"181","ASPTAm",-2.28499485321776
"182","ASPGLUm",-2.51383017128894
"183","ASPT",-1.37528803025441
"184","CBPSam",0.577848226322791
"185","OCBTm",0.577848226322791
"186","ORNt4m",0.577848226322791
"187","ARGSS",-1.00246912793635
"188","ARGSL",-1.00246912793635
"189","ARGN",-2.82014213169123
"190","ORNDC",-3.07559953368704
"191","SPMS",0.878557111882172
"192","SPRMS",0.899068536251657
"193","ADMDC",1.45472288455116
"194","MTAP",1.45472288455116
"195","ADPT",1.45472288455116
"196","MTRI",1.45472288455116
"197","MDRPD",1.45472288455116
"198","DKMPPD",1.45472288455116
"199","SPMDtex2",0.35107459154978
"200","SPRMti",0.899068536251657
"201","GLYAMDTRc",-2.60878711499763
"202","ARGDr",-1.12274460680639
"203","r0074",1.77002991012007
"204","GLU5SAtmc",1.77002991012007
