"","reactions","result"
"1","EX_lac__L_e",0.561595793040405
"2","EX_glc__D_e",1.92017272148304
"3","EX_gluIN__L_e",1.77606473070581
"4","EX_gluOUT__L_e",1.84906601510763
"5","EX_gln__L_e",-1.28182723213165
"6","EX_asp__L_e",0.888014690083431
"7","EX_co2_e",-1.9821474772618
"8","EX_h_e",0.54021102333481
"9","EX_h2o_e",0.331389760702272
"10","EX_ump_e",1.31390966495668
"11","EX_pi_e",-0.186243782740516
"12","EX_nh4_e",1.07499866155748
"13","EX_o2_e",-1.67970522977763
"14","EX_arg__L_e",1.91670375979288
"15","EX_pro__L_e",-2.02892025974392
"16","EX_leu__L_e",-0.0774415630665439
"17","EX_ile__L_e",-0.123705586539211
"18","EX_met__L_e",2.28055886061382
"19","EX_gly_e",-0.140292593797245
"20","EX_phe__L_e",-0.0390565905668848
"21","EX_ser__L_e",1.37117046356482
"22","EX_ala__L_e",0.547351658624063
"23","EX_ribflv_e",NA
"24","EX_asn__L_e",-1.36643926903565
"25","EX_fol_e",2.53560788212227
"26","EX_urea_e",-1.70412270030047
"27","EX_pyr_e",-1.40471428532836
"28","PYRt2",-1.40471428532836
"29","EX_gudac_e",-0.855900509427557
"30","EX_hdca_e",1.01193164063785
"31","EX_ptrcIN_e",0.199191771768436
"32","EX_ptrcOUT_e",0.209734645903048
"33","EX_biomassx",0.123705578436945
"34","EX_h2o2_e",-0.562680307661991
"35","EX_gthox_e",-0.324774450817708
"36","EX_2obut_e",0.0550394728543568
"37","EX_crn_e",2.75096771190684
"38","EX_val__L_e",0.830200053596337
"39","EX_spmd_e",-0.356912165053007
"40","EX_sprm_e",0.70264273093949
"41","EX_5mthf_e",-2.53560788212227
"42","EX_tmlys_e",-2.75096771190684
"43","EX_thbpt_e",0.141028455439494
"44","EX_CE2705_e",-0.141028455439494
"45","EX_crtn_e",-0.953247498092537
"46","EX_his__L_e",0.65591484739863
"47","EX_lys__L_e",-1.18720141287416
"48","EX_carn_e",0.718810479687131
"49","EX_csn_e",2.78266966900071
"50","EX_cys__L_e",0.557620520805942
"51","EX_cyan_e",-0.466077134936876
"52","EX_tcyntc",-0.589812812478512
"53","EX_tcynt_e",1.16878666465203
"54","EX_so3_e",1.80148173375207
"55","EX_thr__L_e",-0.284183761802188
"56","EX_trp__L_e",-0.529418022682455
"57","EX_anth_e",0.0157984534011035
"58","EX_tyr__L_e",-0.585203965055599
"59","EX_cystinex",-0.795086713556098
